aluno_id,curso,periodo_atual,habilitacao,bairro,cidade,uf,faixa_idade,matriculado,mes_cadastro
ALU_c787c09a98,Ciências Econômicas,6,Bac Em Ciências Econômicas,Botafogo,Rio De Janeiro,RJ,,S,2024-05
ALU_ff6ea1ee03,Ciência Da Computação,11,Bac Ciência Da Computação,Copacabana,Rio De Janeiro,RJ,23-25,S,2024-05
ALU_5ac953866d,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Humaita,Rio De Janeiro,RJ,30+,S,2024-05
ALU_bbb1e3a9b6,Engenharia,11,Bac Em Engenharia De Produção,Leme,Rio De Janeiro,RJ,,S,2024-05
ALU_33a0aad7d8,Psicologia,8,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-05
ALU_22f182f9bd,Engenharia,13,Bac Em Engenharia De Produção,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-05
ALU_5f97af6e7b,Arquitetura E Urbanismo,8,Bac Arquitetura E Urbanismo,Joa,Rio De Janeiro,RJ,,S,2024-06
ALU_86a2b3275d,Administração,7,Bacharelado Em Administração,Ipanema,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_9e5e30c688,Jornalismo,9,Bacharelado Em Jornalismo,Meier,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_ee461e0269,Engenharia,7,Bac Em Engenharia De Produção,Charitas,Niteroi,RJ,20-22,S,2024-06
ALU_23c0341d83,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_cad436b2ff,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Ipanema,Rio De Janeiro,RJ,20-22,N,2024-06
ALU_3685cf8b73,Administração,9,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_783b3b4549,Ciências Econômicas,8,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_f2a620b408,Design,5,Bacharelado Em Design,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_074abcf06a,Administração,8,Bacharelado Em Administração,Lagoa,Rio De Janeiro,RJ,<=19,S,2024-06
ALU_5187c40906,Ciência Da Computação,9,Bac Ciência Da Computação,Tijuca,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_9e175007c4,Administração,9,Bacharelado Em Administração,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_c44fdcd334,Ciências Econômicas,7,Bac Em Ciências Econômicas,Botafogo,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_a4d20824e9,Engenharia,9,Bac Em Engenharia De Produção,Humaita,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_e4bc47d1ea,Design,9,Bacharelado Em Design,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_357249822a,Engenharia,6,Bac Em Engenharia Elétrica,Jacarepagua,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_218e37b2fc,Engenharia,7,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_93d1efc736,Administração,11,Bacharelado Em Administração,Jardim Botanico,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_67e07dc48e,Direito,9,Bacharelado Em Direito,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,,S,2024-06
ALU_55ea0fd166,Engenharia,7,Bac Eng Mat Nano,Barra,Rio De Janeiro,RJ,,S,2024-06
ALU_3cabadd801,Administração,9,Bacharelado Em Administração,Lagoa,Rio De Janeiro,RJ,23-25,N,2024-06
ALU_8730a747b2,Relacões Internacionais,7,Bac Relacões Internacionais,Parque Maita,Mage,RJ,20-22,S,2024-06
ALU_107b8e4278,Engenharia,11,Bac Em Engenharia De Produção,Humaita,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_7976db8986,Engenharia,11,Bac Em Engenharia Mecânica,Ipanema,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_2bebd12381,Ciências Econômicas,9,Bac Em Ciências Econômicas,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-06
ALU_72c0ac39d0,Engenharia,16,Bac Em Engenharia Civil,Praca Seca,Rio De Janeiro,RJ,26-30,S,2024-06
ALU_7762ac4918,Design,7,Bacharelado Em Design,São Conrado,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_d792a46149,Psicologia,6,Bacharelado Em Psicologia,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_9ae0762c94,Relacões Internacionais,5,Bac Relacões Internacionais,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_dc5e74e998,Relacões Internacionais,5,Bac Relacões Internacionais,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_ff7342ea37,Relacões Internacionais,7,Bac Relacões Internacionais,Icarai,Niteroi,RJ,20-22,S,2024-06
ALU_95a43a4559,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_6ba2040039,Engenharia,15,Bac Em Engenharia De Produção,Copacabana,Rio De Janeiro,RJ,26-30,S,2024-06
ALU_c896bb717b,Engenharia,5,Bac Engenharia De Computação,Inga,Niteroi,RJ,23-25,S,2024-06
ALU_5e6d85a28b,Design,6,Bacharelado Em Design,Centro,Rio De Janeiro,RJ,20-22,S,2024-06
ALU_7bf857bea3,Engenharia,11,Bac Em Engenharia Química,Copacabana,Rio De Janeiro,RJ,,S,2024-06
ALU_ff3ca72363,Geografia,13,Licenciatura Em Geografia,Rocinha,Rio De Janeiro,RJ,,S,2024-06
ALU_b3941939c6,Engenharia,7,Bac Engenharia De Computação,Leblon,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_81f0c6a726,Engenharia,11,Bac Em Engenharia De Produção,Copacabana,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_71d2b4ea3f,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Inga,Niteroi,RJ,20-22,S,2024-07
ALU_c57601bbdb,Design,9,Bacharelado Em Design,Tijuca,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_b22a453765,Ciências Econômicas,11,Bac Em Ciências Econômicas,Jardim Botanico,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_0917cdb5be,Ciências Econômicas,9,Bac Em Ciências Econômicas,Sao Conrado,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_fbd1547231,Psicologia,6,Bacharelado Em Psicologia,Inga,Niteroi,RJ,23-25,S,2024-07
ALU_c957094dec,Pos-Graduacao Relacoes Internacionais,5,Mestrado Relacoes Internac,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_ea020d8766,Administração,5,Bacharelado Em Administração,Jardim Botânico,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_5ea01d11d5,Ciência Da Computação,6,Bac Ciência Da Computação,Freguesia De Jacarepagua,Rio De Janeiro,RJ,,S,2024-07
ALU_7cb8349075,Engenharia,11,Bac Engenharia De Computação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_be340871f9,Jornalismo,6,Bacharelado Em Jornalismo,Anil,Rio De Janeiro,RJ,26-30,S,2024-07
ALU_bfa0ff09a1,Engenharia,12,Bac Em Engenharia Química,Ilha Do Governador,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_545aac9eee,Engenharia,7,Bac Em Engenharia Mecânica,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_6855ded63a,Administração,7,Bacharelado Em Administração,Copacabana,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_cd6bb671ee,Direito,6,Bacharelado Em Direito,Austin,Nova Iguaçu,RJ,30+,S,2024-07
ALU_0d8f62950e,Engenharia,5,Bac Engenharia De Computação,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-07
ALU_56a23bdc92,Geografia,5,Bacharelado Em Geografia,Andarai,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_8c5c77388d,Psicologia,9,Bacharelado Em Psicologia,Jardim Viana,Sao Paulo,SP,30+,S,2024-07
ALU_ab96a51cf5,Engenharia,7,Bac Em Engenharia Civil,Jardim Primavera,Duque De Caxias,RJ,20-22,S,2024-07
ALU_eca13d2914,Ciência Da Computação,6,Bac Ciência Da Computação,Méier,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_d120e9ff74,Direito,7,Bacharelado Em Direito,Humaita,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_40332afa4d,Relacões Internacionais,5,Bac Relacões Internacionais,Guaratiba,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_3b775e32d6,Engenharia,5,Bac Em Engenharia De Produção,Piratininga,Niteroi,RJ,23-25,S,2024-07
ALU_cdfa90062c,Psicologia,6,Bacharelado Em Psicologia,Engenheiro Pedreira,Japeri,RJ,<=19,S,2024-07
ALU_628082830a,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_1ef2caeefc,Ciências Econômicas,7,Bac Em Ciências Econômicas,Jardim Botanico,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_8206fd4d88,Ciência Da Computação,13,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_ebdf8ac0e0,Psicologia,7,Bacharelado Em Psicologia,Rocinha,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_b1fe0d849a,Administração,12,Bacharelado Em Administração,Ramos,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_50ad3c748f,Engenharia,5,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_2f66944a4e,Engenharia,5,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_e53eef30dc,Pos-Graduacao Em Estudos Da Linguagem,5,Doutorado Em Letras,Vila Isabel,Rio De Janeiro,RJ,,S,2024-07
ALU_0b744b138d,Design,7,Bacharelado Em Design,Ipanema,Rio De Janeiro,RJ,20-22,S,2024-07
ALU_138be98086,Engenharia,13,Bac Em Engenharia Civil,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,23-25,S,2024-07
ALU_9e49b76b4d,História,11,Licenciatura Em História,Tijuca,Rio De Janeiro,RJ,,S,2024-07
ALU_df70c85a7e,Psicologia,7,Bacharelado Em Psicologia,Rocinha,Rio De Janeiro,RJ,,S,2024-07
ALU_292a9cfb7c,Administração,7,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-08
ALU_b698e34d71,Psicologia,6,Bacharelado Em Psicologia,Jacarepagua,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_f501935d2a,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-08
ALU_80c29ec29c,Engenharia,12,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-08
ALU_ecc9a134f6,Ciência Da Computação,7,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_1a7ceca93e,Engenharia,16,Bac Eng Controle E Automação,Barra Da Tijuca,Rio De Janeiro,RJ,26-30,S,2024-08
ALU_ec73e2a2f1,Arquitetura E Urbanismo,9,Bac Arquitetura E Urbanismo,Praia Do Pecado,Macae,RJ,,S,2024-08
ALU_cb22d6deaf,Engenharia,11,Bac Em Engenharia De Produção,Jardim Botancio,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_979bc3b629,Design,8,Bacharelado Em Design,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_093b6a95c6,Engenharia,13,Bac Em Engenharia Química,Rocinha,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_8c26dfefed,Jornalismo,6,Bacharelado Em Jornalismo,Gavea,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_cf29ad74e4,Design,5,Bacharelado Em Design,Gavea,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_b7e86547bd,Psicologia,7,Bacharelado Em Psicologia,Jacarepagua,Rio De Janeiro,RJ,30+,S,2024-08
ALU_9075ffed72,Direito,9,Bacharelado Em Direito,Gávea,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_731adbe12a,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_375e56dda3,Engenharia,9,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_f284a36c45,Ciências Econômicas,6,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_538133db7d,Ciência Da Computação,11,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_38d7aec3e3,Direito,4,Bacharelado Em Direito,Portuguesa,Rio De Janeiro,RJ,30+,S,2024-08
ALU_7d53a319d9,Filosofia,4,Licenciatura Em Filosofia,Leblon,Rio De Janeiro,RJ,30+,S,2024-08
ALU_3a87c3cd14,Psicologia,7,Bacharelado Em Psicologia,Ipanema,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_95f3f81947,Engenharia,6,Bac Em Engenharia De Produção,Leblon,Rio De Janeiro,RJ,20-22,N,2024-08
ALU_8cc31a7a55,Administração,11,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,30+,S,2024-08
ALU_e310d24670,Engenharia,15,Bac Em Engenharia Civil,Copacabana,Rio De Janeiro,RJ,,S,2024-08
ALU_ea55953de6,Engenharia,9,Bac Em Engenharia De Produção,Tijuca,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_3efdc06e04,Administração,5,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_555e87e66c,Direito,6,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_7d7b64e36c,Direito,4,Bacharelado Em Direito,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_7aecca3227,Jornalismo,11,Bacharelado Em Jornalismo,Lagoa,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_142459d699,Ciências Sociais,9,Bac Em Ciências Sociais,Lagoa,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_96d3401f36,Ciências Econômicas,9,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_b1ca1e4d96,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Engenho Novo,Rio De Janeiro,RJ,,S,2024-08
ALU_0d1330d9c4,Ciências Econômicas,9,Bac Em Ciências Econômicas,Jardim Guanabara,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_a613da961f,Ciências Econômicas,9,Bac Em Ciências Econômicas,Laranjeiras,Rio De Janeiro,RJ,,S,2024-08
ALU_aa0e2bc59d,Estudos De Mídia,13,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_7ca674cc9c,Estudos De Mídia,6,Bacharelado Estudos De Mídia,Rocinha,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_183b21555d,Administração,5,Bacharelado Em Administração,Botafogo,Rio De Janeiro,RJ,,S,2024-08
ALU_2dd9b93228,Engenharia,12,Bac Engenharia De Computação,Leblon,Rio De Janeiro,RJ,,S,2024-08
ALU_b629d82ca2,Ciências Econômicas,9,Bac Em Ciências Econômicas,Lagoa,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_7766e2a7a6,Estudos De Mídia,13,Bacharelado Estudos De Mídia,Anil,Rio De Janeiro,RJ,<=19,S,2024-08
ALU_1fc6ec5214,Administração,5,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_3750515408,Relacões Internacionais,7,Bac Relacões Internacionais,Sao Lourenco,Niteroi,RJ,23-25,S,2024-08
ALU_3bb53fca18,Engenharia,7,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_2d24803c30,Letras,6,Bac Let Port Ing Resp Lit,Itanhanga,Rio De Janeiro,RJ,30+,S,2024-08
ALU_075d8423f4,Estudos De Mídia,9,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_38f2dfae80,Nutriçao,5,Bacharelado Em Nutriçao,Lagoa,Rio De Janeiro,RJ,20-22,N,2024-08
ALU_710f60e09a,Engenharia,9,Bac Em Engenharia De Produção,Anil,Rio De Janeiro,RJ,30+,S,2024-08
ALU_4279a1181e,Ciências Econômicas,9,Bac Em Ciências Econômicas,Ipanema,Rio De Janeiro,RJ,30+,S,2024-08
ALU_e99834fbb9,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-08
ALU_be1915d652,Estudos De Mídia,4,Bacharelado Estudos De Mídia,Vila Isabel,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_e322a49678,Direito,4,Bacharelado Em Direito,Freguesia (Ilha Do Governador),Rio De Janeiro,RJ,20-22,S,2024-08
ALU_26e794b6f3,Ciência Da Computação,5,Bac Ciência Da Computação,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_1d124ac85b,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_983051705a,Administração,6,Bacharelado Em Administração,Vidigal,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_d153011719,Ciências Econômicas,7,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_2d43925354,Administração,9,Bacharelado Em Administração,Gavea,Rio De Janeiro,RJ,20-22,S,2024-08
ALU_bca48eb43d,Engenharia,11,Bac Engenharia De Computação,Vila Isabel,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_d5068ac3f0,Administração,5,Bacharelado Em Administração,Vila Sao Luiz,Nova Iguacu,RJ,,S,2024-08
ALU_d2ad1f0ede,Jornalismo,6,Bacharelado Em Jornalismo,Alto Da Boa Vista,Rio De Janeiro,RJ,,S,2024-08
ALU_70fb8bcbe3,Psicologia,11,Bacharelado Em Psicologia,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-08
ALU_6f26178960,Direito,7,Bacharelado Em Direito,Bento Ribeiro,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_df48b17cf5,Geografia,11,Licenciatura Em Geografia,Icaraí,Niterói,RJ,23-25,S,2024-09
ALU_2049b5d049,Ciências Econômicas,5,Bac Em Ciências Econômicas,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_30b53654f2,Administração,6,Bacharelado Em Administração,Cabuis,Nilopolis,RJ,,S,2024-09
ALU_9e60ef9e00,Estudos De Mídia,6,Bacharelado Estudos De Mídia,Itanhanga,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_365d641324,Arquitetura E Urbanismo,13,Bac Arquitetura E Urbanismo,Jardim Botanico,Rio De Janeiro,RJ,,S,2024-09
ALU_a86d24eeda,Direito,7,Bacharelado Em Direito,Humaita,Rio De Janeiro,RJ,,S,2024-09
ALU_f734a226b9,Arquitetura E Urbanismo,6,Bac Arquitetura E Urbanismo,Vargem Grande,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_eb9dd131a7,Administração,5,Bacharelado Em Administração,Santa Eugenia,Nova Iguacu,RJ,20-22,S,2024-09
ALU_de1491c0f6,Ciências Econômicas,6,Bac Em Ciências Econômicas,Laranjeiras,Rio De Janeiro,RJ,26-30,S,2024-09
ALU_8278a30c6e,Jornalismo,7,Bacharelado Em Jornalismo,Gavea,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_0ab48e35ca,Psicologia,4,Bacharelado Em Psicologia,Gávea ,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_9f0de333d6,Engenharia,15,Bac Em Engenharia Mecânica,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_172c80d865,Engenharia,4,Bac Eng Controle E Automação,Gavea,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_8c1e0d7a3d,Jornalismo,6,Bacharelado Em Jornalismo,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_f7fc717770,Química,9,Bacharelado Em Química,Vila Isabel,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_61252ed6b4,Engenharia,18,Bac Em Engenharia Civil,Sao Conrado,Rio De Janeiro,RJ,,S,2024-09
ALU_54efc5c002,Psicologia,5,Bacharelado Em Psicologia,Gavea,Rio De Janeiro,RJ,<=19,S,2024-09
ALU_104602d93a,Engenharia,6,Bac Eng Controle E Automação,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_7aeb5c7b56,Administração,6,Bacharelado Em Administração,Rocinha,Rio De Janeiro,RJ,26-30,S,2024-09
ALU_98d57332dc,Ciências Econômicas,9,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_ff722627e5,Direito,5,Bacharelado Em Direito,Gávea,Rio De Janeiro ,RJ,20-22,S,2024-09
ALU_618f4d3822,Ciências Econômicas,9,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_866f320de7,Ciência Da Computação,6,Bac Ciência Da Computação,Recreio Dos Bandeirantes,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_5c0081f158,Serviço Social,6,Bac Serviço Social,Vila Sao Luis,Duque De Caxias,RJ,20-22,S,2024-09
ALU_a6de9aa853,Direito,9,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_329fc2494e,Arquitetura E Urbanismo,7,Bac Arquitetura E Urbanismo,Urca,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_d54fd9118f,Engenharia,10,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_40bfa4d457,Jornalismo,4,Bacharelado Em Jornalismo,Centro,Nilopolis,RJ,20-22,S,2024-09
ALU_fd3a71afba,Psicologia,6,Bacharelado Em Psicologia,Sao Cristovao,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_43260c891b,Direito,5,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-09
ALU_1efec1a487,Ciências Econômicas,11,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-09
ALU_c3a4b7b41f,Teologia,5,Bacharelado Em Teologia,Coelho Neto,Rio De Janeiro,RJ,30+,S,2024-09
ALU_a4a5a9942a,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Copacabana,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_7c4c21c46c,Administração,6,Bacharelado Em Administração,Parque Columbia,Rio De Janeiro,RJ,,S,2024-10
ALU_8ca7df6ff2,Jornalismo,9,Bacharelado Em Jornalismo,Gavea,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_b8f7ad8cf0,Ciência Da Computação,6,Bac Ciência Da Computação,Rocinha,Rio De Janeiro,RJ,26-30,S,2024-10
ALU_c254a55ab7,Engenharia,6,Bac Engenharia De Computação,Rocinha,Rio De Janeiro,RJ,26-30,S,2024-10
ALU_90c410325f,Design,7,Bacharelado Em Design,Gavea,Rio De Janeiro,RJ,,S,2024-10
ALU_27a5b02cd0,Psicologia,4,Bacharelado Em Psicologia,Rio Das Pedras,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_bf12c7152c,Design,5,Bacharelado Em Design,Mangalarga,Petropolis,RJ,20-22,S,2024-10
ALU_fb3e3f2feb,Direito,5,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_0e71c736ed,Pos-Graduacao Relacoes Internacionais,4,Mest Anali Gestao Pol Interna,Botafogo,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_a0ffb5000d,Engenharia,12,Bac Em Engenharia De Produção,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-10
ALU_7546ab43de,Psicologia,11,Bacharelado Em Psicologia,Retiro,Petropolis,RJ,,S,2024-10
ALU_19aff46dc0,Ciências Econômicas,7,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,,S,2024-10
ALU_8ba5aabcce,Direito,7,Bacharelado Em Direito,Barra Da Tijuca,Rio De Janeiro,RJ,,S,2024-10
ALU_88e9af1977,Ciência Da Computação,7,Bac Ciência Da Computação,Sao Conrado,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_dbb3b2690a,Ciências Biológicas,4,Bac Em Ciências Biológicas,Leme,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_e16789887a,Engenharia,7,Bac Em Engenharia De Produção,Ipanema,Rio De Janeiro,RJ,,S,2024-10
ALU_4780ab5cd3,Ciências Econômicas,9,Bac Em Ciências Econômicas,Flamengo,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_d1e9cfe76d,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Leme,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_1afab74fa5,Engenharia,11,Bac Em Engenharia Mecânica,Ipanema,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_554bef9fc7,Engenharia,6,Bac Em Engenharia De Produção,Itanhanga,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_162e34863d,Direito,6,Bacharelado Em Direito,Maracana,Rio De Janeiro,RJ,,N,2024-10
ALU_ef1b9e2056,Estudos De Mídia,6,Bacharelado Estudos De Mídia,Jacarepaguá,Rio De Janeiro,RJ,,S,2024-10
ALU_44be9b6134,Ciências Econômicas,9,Bac Em Ciências Econômicas,Leblon,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_aa180c2426,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Tijuca,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_e024670b1d,Ciência Da Computação,5,Bac Ciência Da Computação,Benfica,Rio De Janeiro,RJ,23-25,N,2024-10
ALU_d1226ae55d,Estudos De Mídia,7,Bacharelado Estudos De Mídia,Gávea,Rio De Janeiro,RJ,20-22,S,2024-10
ALU_174c87c946,Ciências Econômicas,9,Bac Em Ciências Econômicas,Barra Da Tijuca,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_7f9430ace8,Direito,5,Bacharelado Em Direito,Sao Cristovao,Rio De Janeiro,RJ,23-25,S,2024-10
ALU_f4a31827a9,Ciências Econômicas,8,Bac Em Ciências Econômicas,Jacarepaguá,Rio De Janeiro,RJ,23-25,S,2024-11
ALU_04211b2ca8,Administração,7,Bacharelado Em Administração,Barra Da Tijuca,Rio De Janeiro,RJ,20-22,S,2024-11
ALU_3a142aa464,Engenharia,6,Bac Engenharia De Computação,Wona,Belford Roxo,RJ,20-22,S,2024-11
ALU_4ee808c823,Pos-Graduacao Em Informatica,4,Mestrado Em Informatica,Gavea,Rio De Janeiro,RJ,,S,2024-11
ALU_7b463e7296,Administração,17,Bacharelado Em Administração,Freguesia,Rio De Janeiro,RJ,,S,2024-11
ALU_812d8c85ca,Estudos De Mídia,5,Bacharelado Estudos De Mídia,Gavea,Rio De Janeiro,RJ,20-22,S,2024-11
ALU_6d7ff8161e,Jornalismo,7,Bacharelado Em Jornalismo,Barra Da Tijuca ,Rio De Janeiro,RJ,20-22,S,2024-11
ALU_51e4c34d58,Design,6,Bacharelado Em Design,Jacarepagua,Rio De Janeiro,RJ,23-25,S,2024-11
